page,category,swap_type,bad_scientific,bad_common,bad_notes,replacement_scientific,replacement_common,replacement_notes
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Arbutus menziesii,PACIFIC MADRONE,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Chrysolepis chrysophylla,GIANT/GOLDEN/WESTERN CHINQUAPIN,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Notholithocarpus densiflorus,TANBARK OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Quercus agrifolia,COAST LIVE OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Quercus chrysolepis,"CANYON LIVE OAK, GOLDEN-CUP OAK",
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Quercus engelmannii,ENGELMANN OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Quercus wislizeni,INTERIOR LIVE OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus camaldulensis,RIVER RED GUM,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Arbutus menziesii,PACIFIC MADRONE,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Chrysolepis chrysophylla,GIANT/GOLDEN/WESTERN CHINQUAPIN,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Notholithocarpus densiflorus,TANBARK OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Quercus agrifolia,COAST LIVE OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Quercus chrysolepis,"CANYON LIVE OAK, GOLDEN-CUP OAK",
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Quercus engelmannii,ENGELMANN OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Quercus wislizeni,INTERIOR LIVE OAK,
155,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Eucalyptus globulus,BLUE GUM,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Acer platanoides,NORWAY MAPLE,,Acer macrophyllum,BIG LEAF MAPLE,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Juglans nigra,BLACK WALNUT,Eastern US species can hybridize with western species but can be safely used as rootstock for grafting,Juglans californica,CALIFORNIA BLACK WALNUT,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Juglans nigra,BLACK WALNUT,Eastern US species can hybridize with western species but can be safely used as rootstock for grafting,Juglans hindsii,HINDS’ BLACK WALNUT,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Paulownia tomentosa,PRINCESS TREE,invasive in riparian areas,Acer macrophyllum,BIG LEAF MAPLE,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Paulownia tomentosa,PRINCESS TREE,invasive in riparian areas,Platanus racemosa,CALIFORNIA SYCAMORE,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Paulownia tomentosa,PRINCESS TREE,invasive in riparian areas,Populus angustifolia,NARROWLEAF POPLAR,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Paulownia tomentosa,PRINCESS TREE,invasive in riparian areas,Populus fremontii,FREMONT/WESTERN COTTONWOOD,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Paulownia tomentosa,PRINCESS TREE,invasive in riparian areas,Populus trichocarpa,BLACK COTTONWOOD,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Platanus ×acerifolia,LONDON PLANE TREE,,Platanus racemosa,CALIFORNIA SYCAMORE,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Populus alba,WHITE/SILVERLEAF POPLAR,,Populus tremuloides,QUAKING ASPEN,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Robinia pseudoacacia,BLACK LOCUST,seeds toxic to birds and other animals,Fraxinus latifolia,OREGON ASH,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Robinia pseudoacacia,BLACK LOCUST,seeds toxic to birds and other animals,Juglans californica,CALIFORNIA BLACK WALNUT,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Robinia pseudoacacia,BLACK LOCUST,seeds toxic to birds and other animals,Juglans hindsii,HINDS’ BLACK WALNUT,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Robinia pseudoacacia,BLACK LOCUST,seeds toxic to birds and other animals,Quercus garryana,OREGON WHITE OAK,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Robinia pseudoacacia,BLACK LOCUST,seeds toxic to birds and other animals,Quercus kelloggii,BLACK OAK,
159,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Robinia pseudoacacia,BLACK LOCUST,seeds toxic to birds and other animals,Quercus lobata,VALLEY OAK,
160,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Ulmus pumila,SIBERIAN ELM,,Alnus rhombifolia,WHITE ALDER,
160,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Ulmus pumila,SIBERIAN ELM,,Alnus rubra,RED ALDER,
160,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Ulmus pumila,SIBERIAN ELM,,Betula papyrifera,PAPERBARK BIRCH,
160,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Ulmus pumila,SIBERIAN ELM,,Quercus douglasii,BLUE OAK,
160,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Ulmus pumila,SIBERIAN ELM,,Quercus garryana,OREGON WHITE OAK,
160,Smaller trees and large shrubs with mature heights of less than,BAD OR NOXIOUS,Ulmus pumila,SIBERIAN ELM,,Quercus lobata,VALLEY OAK,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia baileyana,COOTAMUNDRA WATTLE,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia cyclops,COASTAL WATTLE,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia dealbata,SILVER WATTLE,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia longifolia,GOLDEN WATTLE,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia melanoxylon,BLACK ACACIA,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia paradoxa,KANGAROO THORN,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia pycnantha,GOLDEN WATTLE,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Arbutus menziesii,PACIFIC MADRONE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Arctostaphylos columbiana,HAIRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Arctostaphylos glauca,BIG BERRY MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Arctostaphylos manzanita,COMMON MANZANITA,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Ceanothus megacarpus,BIG POD CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Ceanothus spinosus,GREEN BARK CEANOTHUS,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Cercocarpus betuloides,BIRCH-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Cerocarpus ledifolius,CURL-LEAF MOUNTAIN MAHOGANY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,"Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Acacia saligna,ORANGE WATTLE,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Ilex aquifolium,ENGLISH HOLLY,invasive in riparian areas and irrigated landscapes,Heteromeles arbutifolia,TOYON,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Ilex aquifolium,ENGLISH HOLLY,invasive in riparian areas and irrigated landscapes,Prunus ilicifolia,HOLLYLEAF CHERRY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Myoporum laetum,FALSE SANDLEWOOD / NGAIO,,Comarostaphylis diversifolia,SUMMER HOLLY,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Myoporum laetum,FALSE SANDLEWOOD / NGAIO,,Lyonothanmus floribundus,CATALINA IRONWOOD,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Myoporum laetum,FALSE SANDLEWOOD / NGAIO,,"Morella californica, syn. Myrica californica",CALIFORNIA WAX MYRTLE,
166,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Myoporum laetum,FALSE SANDLEWOOD / NGAIO,,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Arctostaphylos columbiana,HAIRY MANZANITA,
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Arctostaphylos glauca,BIG BERRY MANZANITA,
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Arctostaphylos manzanita,COMMON MANZANITA,
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Ceanothus arboreus,ISLAND CEANOTHUS,
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Ceanothus parryi,PARRY’S CEANOTHUS,
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Ceanothus thyrsiflorus,BLUE BLOSSOM CEANOTHUS,
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Quercus chrysolepis,"CANYON LIVE OAK, GOLDEN-CUP OAK",
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Umbellularia californica,"CALIFORNIA BAY, OREGON MYRTLE",
167,Medium Evergreen to Semi-Evergreen Trees,BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Xylococcus bicolor,MISSION MANZANITA,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Ailanthus altissima,TREE OF HEAVEN,,Acer circinatum,OREGON VINE MAPLE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Ailanthus altissima,TREE OF HEAVEN,,Acer negundo,BOX ELDER,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Ailanthus altissima,TREE OF HEAVEN,,Chilopsis linearis,DESERT WILLOW,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Ailanthus altissima,TREE OF HEAVEN,,Prosopis glandulosa var. torreyana,HONEY MESQUITE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Ailanthus altissima,TREE OF HEAVEN,,Prosopis pubescens,"SCREWBEAN, TORNILLO",
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa bignonioides,SOUTHERN CATALPA,,Acer circinatum,OREGON VINE MAPLE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa bignonioides,SOUTHERN CATALPA,,Aesculus californica,CALIFORNIA BUCKEYE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa bignonioides,SOUTHERN CATALPA,,Chilopsis linearis,DESERT WILLOW,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa speciosa,NORTHERN CATALPA,,Acer circinatum,OREGON VINE MAPLE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa speciosa,NORTHERN CATALPA,,Aesculus californica,CALIFORNIA BUCKEYE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa speciosa,NORTHERN CATALPA,,Chilopsis linearis,DESERT WILLOW,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa ×erubescens,HYBRID CATALPA,invasive in riparian areas,Acer circinatum,OREGON VINE MAPLE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa ×erubescens,HYBRID CATALPA,invasive in riparian areas,Aesculus californica,CALIFORNIA BUCKEYE,
172,Medium Deciduous Trees,BAD OR NOXIOUS,Catalpa ×erubescens,HYBRID CATALPA,invasive in riparian areas,Chilopsis linearis,DESERT WILLOW,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Crataegus monogyna,ENGLISH/COMMON HAWTHORNE,,Acer circinatum,OREGON VINE MAPLE,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Crataegus monogyna,ENGLISH/COMMON HAWTHORNE,,Alnus incana subsp. tenuifolia,MOUNTAIN/THIN-LEAVED/GRAY ALDER,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Crataegus monogyna,ENGLISH/COMMON HAWTHORNE,,Amelanchier alnifolia,"WESTERN/PACIFIC SERVICEBERRY, JUNEBERRY, WESTERN SHADBUSH",
173,Medium Deciduous Trees,BAD OR NOXIOUS,Crataegus monogyna,ENGLISH/COMMON HAWTHORNE,,Celtis reticulata,WESTERN/NET-LEAVED HACKBERRY,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Crataegus monogyna,ENGLISH/COMMON HAWTHORNE,,Crataegus douglasii,DOUGLAS HAWTHORN,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Crataegus monogyna,ENGLISH/COMMON HAWTHORNE,,Malus fusca,WESTERN/OREGON CRABAPPLE,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Nicotiana glauca,TREE TOBACCO,"seeds toxic to birds and other animals, plants toxic to some insects","Parkinsonia florida, syn. Cercidium floridum",BLUE PALO VERDE,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Nicotiana glauca,TREE TOBACCO,"seeds toxic to birds and other animals, plants toxic to some insects","Parkinsonia microphylla, syn. Cercidium microphyllum",LITTLE-LEAF PALO VERDE,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Nicotiana glauca,TREE TOBACCO,"seeds toxic to birds and other animals, plants toxic to some insects",Prosopis glandulosa var. torreyana,HONEY MESQUITE,
